id,sponsor,venue,place,city/town,state/country,physical_description,occasion,notes,call_number,date,location,currency,currency_symbol,status,page_count,dish_count
24608,ARION,SOC;,"NEW YORK, NY",NEW YORK,NY,FOLDER; ILLUS; COL; 5.25X7;,OTHER;,PRICED MENU AND WINE LIST; PRINTED ON PINK STOCK; FRONT HEAVILY ILLUSTRATED;,1907-189,1907-02-08,Arion,Dollars,$,complete,4,57
24611,HOLLAND'S LADIES & GENTS DINING ROOMS,COMMERCIAL,"NEW YORK, NY",NEW YORK,NY,FOLDER; ILLUS;6.25 X 10.5;,,,1900-394,1900-01-18,Holland's Ladies & Gents Dining Rooms,Dollars,$,complete,4,208
24621,NEW YORK BOARD OF TRADE AND TRANSPORTATION,PROF,"NEW YORK, NY",NEW YORK,NY,FOLDER; ILL;4.5X11.5,ANNUAL EVENT,"TWO CARDS TIED AT THE SIDE BY THREE RED RIBBONS,PAINTING OF HARBOR SCENE ON FRONT CARD, ORGANIZATION SEAL ON BACK COVER",1887-043,1887-12-29,New York Board Of Trade And Transportation,,,complete,4,51
24646,UNIVERSALIST CLUB,,"NEW YORK, NY",NEW YORK,NY,CARD 4.5 X 7;,,FRENCH;,1897-021,1897-01-25,Universalist Club,,,complete,2,16
24649,ASSOCIATION OF LIFE INSURANCE MEDICAL DIRECTORS,PROF;,"NEW YORK, NY",NEW YORK,NY,FOLDER; ILLUS; 5 X 6;,ANNIVERSARY;,FRENCH; CROSSED FLAGS (AMERICAN AND BRITISH?);,1899-450,1899-06-01,Association Of Life Insurance Medical Directors,,,complete,4,15
24654,DRAKE'S OYSTER HOUSE AND CAFE,COMMERCIAL,"NEW YORK, NY",NEW YORK,NY,FOLDER;COL;8X12;,DAILY;,DATE HANDWRITTEN;VERY POOR CONDITION;WINE LIST;,1901-892,1901-04-01,Drake's Oyster House And Cafe,Dollars,$,complete,4,336
24657,AMERCIAN GAS LIGHT ASSOCIATION,COMMERCIAL,"NEW YORK, NY",NEW YORK,NY,BOOKLET; ILLUS; COL; 5X8.25;,ANNIVERSARY;,FRENCH; BEAUTIFULLY ILLUSTRATED; TOASTS HIGHLIGHTED BY LITERARY QUOTATIONS AND SKETCHES;,1899-633,1899-10-19,Amercian Gas Light Association,,,complete,20,19
24662,12TH REGIMENT INFANTRY,MIL;,"NEW YORK, NY",NEW YORK,NY,CARD; 4.5X7.5;,COMPLIMENTARY DINNER,,1900-3740,1900-06-28,12th Regiment Infantry,,,complete,2,16
24668,GENEVA SOCIETY-INTERNATIONAL SOCIETY OF HOTEL EMPLOYEES,PROF;,"NEW YORK, NY",NEW YORK,NY,BOOKLET; ILLUS; COL; 3.5 X 4.5;,ANNUAL DINNER,DIRECTORS & COMMITTEE MEMBERS LISTED; MUSIC PROGRAM INCLUDED;SEVERAL PAGES OF ADVERTISEMENTS;,1897-085,1897-03-08,Geneva Society International Society Of Hotel Employees,,,complete,18,13
24675,METROPOLITAN OPERA HOUSE,PROF;,"NEW YORK, NY",NEW YORK,NY,BROADSHEET; 4.5 x 6.5;,OTHER (RECEPTION);,BROADSHEET; INCLUDES PRICED WINE LIST,1890-021,1890-01-16,Metropolitan Opera House,Dollars,$,complete,2,28
24683,TAYLOR'S RESTAURANT,COMMERCIAL,"NEW YORK, NY",NEW YORK,NY,FOLDER; 7 X 11;,,PRICED MENU; PRICED WINE LIST;,1892-067,1892-05-05,Taylor's Restaurant,Dollars,$,complete,4,648
24691,BUCKLEY'S HOME-MADE HOTEL,COMMERCIAL,"NEW YORK, NY",NEW YORK,NY,BROADSIDE; 8.25 X 12.75;,,PRICED MENU; MENU FOR DAILY SPECIALS;,1900-797,1900-02-07,Buckley's Home Made Hotel,Dollars,$,complete,2,119
24693,AMEN CORNER AXE,POL;,"NEW YORK, NY",NEW YORK,NY,BOOKLET; 16 X 12,"OTHER, [SOC?];",CHAMPAGNES AND WINES LISTED;8 PAGE IRREVERANT NEWPAPER FORMAT;,1908-105,1908-02-01,Amen Corner Axe,,,complete,8,26
24703,MERCHANTS OF THE TWENTIETH PRECINCT,COMMERCIAL,"NEW YORK, NY",NEW YORK,NY,CARD; ILLUS; COL; 3.25X5.25;,COMPLIMENTARY/TESTIMONIAL,INCLUDES COCKTAILS (MARTINIS) & WINES SERVED WITH INDIVIDUAL COURSES; HOTEL SEAL AT TOP OF MENU;,1901-440,1901-02-21,Merchants Of The Twentieth Precinct,,,complete,2,22
24711,QUID NUNC CLUB,SOC;,"NEW YORK, NY",NEW YORK,NY,FOLDER; ILLUS; COL; 5.25X8.75;,ANNIVERSARY;,"EACH MENU ITEM FOLLOWED BY QUOTATION; PROGRAM OF SPEAKERS; DINNER COMMITTEE LISTED; PLANT ILLUSTRATION ON COVER, DECORATIVE BORDERS;",1908-162,1908-02-18,Quid Nunc Club,,,complete,4,15
24712,COACHING CLUB,(SOCIAL?),"NEW YORK, NY",NEW YORK,NY,FOLDER; 3.5X5; ILLUS;,(SOCIAL?),COACH ON FRONT COVER; LOGO ON BACK;,1889-054,1889-05-23,Coaching Club,,,complete,3,38
24718,CENTURY CLUB,,"NEW YORK, NY",NEW YORK,NY,"FOLDER; 3,5 X 6.75;",,RED PRINT; CREST;,1898-298,1898-10-27,Century Club,,,complete,3,34
24729,GENEVA SOCIETY,SOC;,"NEW YORK, NY",NEW YORK,NY,BOOKLET; COL; ILLUS; 3.5 X 5;,ANNIVERSARY;,"GREEN STOCK; ILLUS. OF MEDAL LETTERED I.S.OF H.E. IN AMERICA; ""ORDER OF DANCING""; MANY ADS, MOSTLY FOR CHAMPAGNE;",1901-589,1901-03-07,Geneva Society,,,complete,20,14
24734,HOTEL NETHRLAND,COMMERCIAL,"NEW YORK, NY",NEW YORK,NY,CARD; ILLUS; 6 X 8.5;,,PRICED MENU;  CREST; DATE NOTED BY FEB; NOTE THAT ALL DRINKING WATER IS FILTERED;,1900-182,1900-01-12,Hotel Netherland,Dollars,$,complete,2,141
24741,FOREFATHERS' DINNER,PATR.,"NEW YORK, NY",NEW YORK,NY,BROADSHEET; 4.5X6.5,COMPL.,"INCLUDES PROGRAM, INVITATION, WRITTEN COMMENTS; WINES; FRENCH",1885-015,1885-06-06,Forefathers' Dinner,,,complete,6,34
24751,AUGUST BELMONT,SOC;,"NEW YORK, NY",NEW YORK,NY,CARD; 3.75 X 6.75;,COMPLIMENTARY/TESTIMONIAL,COCKTAILS AND WINES LISTED; MENU IN FRENCH; SPONSOR AND EVENT NOTED BY FEB;,1907-843,1907-09-24,August Belmont,,,complete,2,28
24759,SOCIETY OF MAYFLOWER DESCENDENTS,PATR;,"NEW YORK, NY",NEW YORK,NY,FOLDER; ILLUS; COL; 5.25 X 7;,ANNIVERSARY;,PINK CREST OF MAYFLOWER; PINK RIBBONS; FRENCH; SEPARATE SEATING LIS;,1898-334,1898-11-22,Society Of Mayflower Descendents,,,complete,14,22
24775,JCIGAR LEAF TOBACCO BOARD OF TRADE OF THE UNITED STATES,COMMERCIAL,"NEW YORK, NY",NEW YORK,NY,CARD; ILLUS; COL; 4.5 X 7;,SOC;,"MENU IN FRENCH; WINES; ILLUSTRATION OF RED DEVIL IN MENU HEADING OF ""WHAT THE (DEVIL'S) FOR DINNER;",1901-1180,1901-05-08,Jcigar Leaf Tobacco Board Of Trade Of The United States,,,complete,2,27
24779,NEW PALESTINE COMMANDERY 11918,SOC;,"NEW YORK, NY",NEW YORK,NY,CARD; ILLUS; 3.5 X 4.75;,,WINES LISTED;  MENU IN FRENCH; SEAL; PLACE HANDWRITTEN ON MENU;,1907-036,1907-01-07,New Palestine Commandery 11918,,,complete,2,11
24782,FOGG'S LADIES' AND GENTLEMEN'S DINING ROOM,COMMERCIAL,"NEW YORK, NY",NEW YORK,NY,"FOLDER, 6X9.75;",,[DATE INFO SUPPLIED BY FEB];,1900-782,1900-02-07,Fogg's Ladies' And Gentlemen's Dining Room,Dollars,$,complete,4,237
24798,LADIES' RESTAURANT,COMMERCIAL,"NEW YORK, NY",NEW YORK,NY,FOLDER; 6 X 10;,,WINE LIST; LADIES' AND GENTS RESTAURANT UPSTAIRS;,1892-078,1892-06-01,Ladies' Restaurant,Dollars,$,complete,4,334
24799,THE EVENING WORLD STAFF,PROF,"NEW YORK, NY",NEW YORK,NY,CARD;ILL;4.5X7,COMPLIMENTARY/TESTIMONIAL,ILLUSTRATION INCLUDES PORTRAIT OF JAMES F. GRAHAM,1888-046,1888-05-18,The Evening World Staff,,,complete,1,25
24803,BLOOMING GROVE PARK ASSOCIATION,[SOC?];,"NEW YORK, NY",NEW YORK,NY,BROADSIDE; ILLUS; 5X9;,,ILLUSTRATION OF MOOSE ON TOP OF MENU;,1897-044,1897-02-09,Blooming Grove Park Association,,,complete,2,24
24818,OIL TRADE ASSOCIATION OF NEW YORK,COMMERCIAL,"NEW YORK, NY",NEW YORK,NY,FOLDER; ILLUS; COL; 4.5 X 6.5;,OTHER (SOC?);,FRENCH; WINES; DRAWING OF OILFIELD ON COVER;,1898-401,1898-12-14,Oil Trade Association Of New York,,,complete,4,24
24828,FEDERAL CLUB,[POL],"NEW YORK, NY",NEW YORK,NY,BOOKLET; COL; 5X7;,COMPLIMENTARY/TESTIMONIAL,HONORING THEODORE ROOSEVELT; BLUE AND GOLD ORNAMENT ON COVER; PROGRAM INCLUDED; IN FRENCH;,1887-016,1887-05-11,Federal Club,,,complete,8,22
24845,NEW YORK BRANCH LEAGUE,COMMERCIAL,"NEW YORK, NY",NEW YORK,NY,BOOKLET; ILLUS; COL; 5.5X7;,COMPLIMENTARY/TESTIMONIAL,"INCLUDES WINES SERVED WITH EACH COURSE; FLORAL MOTIF & GOLD SEAL ON COVER; SILK RIBBON ATTACHMENT; INCLUDES NAMES OF LEAGUE OFFICERS, ARRANGEMENT COMMITTEE & MEMBERSHIP",1895-006,1895-01-10,New York Branch League,,,complete,8,30
24854,BENCH AND BAR,GOVT;,"NEW YORK, NY",NEW YORK,NY,BOOKLET; ILLUS; COL; 6.25X9;,COMPLIMENTARY/TESTIMONIAL,MENU IN FRENCH; LISTS WINES SERVED WITH INDIVIDUAL COURSES; GUESTS OF HONOR LISTED; TOASTS; SONGS; COVER INCLUDES PHOTOGRAPH OF MR. TOWNSEND AND SKETCHES RELATING TO LAW AND COURT; RIBBON ATTACHMENT;,1906-093,1906-01-26,Bench And Bar,,,complete,12,21
24865,NEW YORK MEDICAL UNION,PROF;,"NEW YORK, NY",NEW YORK,NY,BROADSIDE; 4X6;,,,1897-043,1897-02-09,New York Medical Union,,,complete,2,21
24887,NEW YORK ASSOCIATION ALUMNI UNIVERSITY OF VIRGINIA,EDUC;,"NEW YORK, NY",NEW YORK,NY,CARD;ILL;4.25X6.25;,ANNIVERSARY;,FRENCH MENU;WINE LIST;,1901-914,1901-04-03,New York Association Alumni University Of Virginia,,,complete,2,40
24888,VICTOR BARACCA REST,COMMERCIAL,"NEW YORK, NY",NEW YORK,NY,FOLDER; 6X9.5;,DAILY,ALL ITEMS PRICED; MOSTLY HANDWRITTEN; COMPLETE WINE LIST ON BACK;,1906-136,1906-02-07,Victor Baracca Rest;,Dollars,$,complete,4,327
24892,FRIENDS OF HON.JOHN P. WINDOLPH,POL;,"NEW YORK, NY",NEW YORK,NY,FOLDER;ILL;COL;4.5X6.5;,COMPLIMENTARY/TESTIMONIAL,WINES SERVED;TOASTS LISTED;,1897-099,1897-03-26,Friends Of Hon.John P. Windolph,,,complete,4,20
24896,MRS. G.H. GUNDRY,SOC;,"NEW YORK, NY",NEW YORK,NY,FOLDR; ILLUS; COL; 4.5 X 7.25;,COMPLIMENTARY/TESTIMONIAL,CHAMPAGNE; MENU IN FRENCH; ILLUSTRATION OF MEDIEVAL MUSICIANS;,1907-900,1907-10-18,Mrs. G.H. Gundry,,,complete,4,23
24901,VETERANS OF THE 7TH REGIMENT,MIL;,"NEW YORK, NY",NEW YORK,NY,BOOKLET; ILL; 5X8;,ANNIVERSARY;,MARKER OF SITE OF ORGANIZATION OF THE 7TH REGIMENT REPRODUCED; MENU IN FRENCH; OUTER COVERS OF PARCHMNENT LIKE PAPER; FASTENED AT LEFT BY RED WHITE AND BLUE CORDS;,1893-051,1893-04-19,Veterans Of The 7th Regiment,,,complete,8,20
24903,HENRY IRVING ?,"OTHER,PRIVATE INDIVIDUAL","NEW YORK, NY",NEW YORK,NY,CARD;3.25X5.5,"OTHER,[PRIOR TO DEPARTURE FOR ENGLAND]","HANDWRITTEN NOTE OF DATE,OCCASION,SPONSOR;SLIGHTLY RAISED FLOWER AND STEM IN LEFT CORNER;MENU IN FRENCH",1884-007,1884-04-29,Henry Irving ?,,,complete,2,29
24926,UNIONE PANETTIERI ITALIANI,,"NEW YORK, NY",NEW YORK,NY,CARD;,,ITALIAN MENU WITH 1/2 BOTTLE OF WINE;PRICED WINE LIST ON BACK;,1899-900,1899-12-25,Unione Panettieri Italiani,Dollars,$,complete,2,20
24928,CAFE DES AMBASSADEURS,COMMERCIAL,"NEW YORK, NY",NEW YORK,NY,FOLDER; ILLUS; COL; 7X11;,,PRICED WINE LIST; MENU IN COMBINATION OF FRENCH AND ENGLISH;,1905-456,1905-06-11,Cafe Des Ambassadeurs,Dollars,$,complete,4,419
24937,SOCIETY OF COLONIAL WARS,MIL;,"NEW YORK, NY",NEW YORK,NY,BOOKLET;ILLUS;5X7;,PATRIOTIC HOLIDAY;(164TH ANNIVERSARY OLD STYLE OF THE BIRTH OF COLONEL GEORGE WASHINGTON;,WINES SERVED; TWO COPIES;,1896-031,1896-02-11,Society Of Colonial Wars,,,complete,6,23
24944,ANCIENT ACCEPTED SCOTTISH RITE,SOC;,"NEW YORK, NY",NEW YORK,NY,CARD; COL; 4X6.25;,ANNIVERSARY;,WINE LISTED; PL NOTED BY FEB; PRINTED ON LIGHT GREEN STOCK;,1906-485,1906-05-25,Ancient Accepted Scottish Rite,,,complete,2,18
24952,Walton's Old Homestead Oyster and Chop House,COMMERCIAL,"NEW YORK, NY",NEW YORK,NY,FOLDER; COL; 7 X 11;,,PRICED MENU; ORANGE STOCK;,1906-683,1906-08-30,Walton's Old Homestead Oyster And Chop House,Dollars,$,complete,4,467
24973,STIFTUNGS-FESTES DER HARMONIA,,"NEW YORK, NY",NEW YORK,NY,BROADSIDE,[ETHNIC HOLIDAY],PRINTED IN GERMAN-INCLUDES WINE LIST,1858-002,1858-12-08,Stiftungs Festes Der Harmonia,Dollars,$,complete,2,36
24987,SOCIETA ITALIANE UNITE UNITED ITALIAN SOCIETY?,PATR;,"NEW YORK, NY",NEW YORK,NY,ILLUA; COL; FOLDER; 5.25 X 6.75;,ANNIVERSARY;,ITALIAN CREST; MENU IN ITALIAN; ITALIAN WINES;,1896-201,1896-11-07,Societa Italiane Unite (United Italian Society?),,,complete,4,32
25014,V. FORTWENGLER,COMMERCIAL,"NEW YORK, NY",NEW YORK,NY,BROADSHEET; 5.25X9.25;,OTHER (DAILY MENU);,A LA CARTE MENU; EXTENSIVE PRICED WINE LIST; (PLACE INFO SUPPLIED BY FLB);,1900-640,1900-01-31,V. Fortwengler,Dollars,$,complete,2,233
25021,PARK RESTAURANT,COMMERCIAL,"NEW YORK, NY",NEW YORK,NY,FOLDER; ILLUS; 7X11;,,"A LA CARTE MENU FOR BREAKFAST, DINNER, TEA; DECORATIVE BORDER;",1901-996,1901-04-26,Park Restaurant,Dollars,$,complete,4,232
25023,AMERICAN PAPER MANUFACTURERS' ASSOCIATION,COMMERCIAL,"NEW YORK, NY",NEW YORK,NY,FOLDER; ILLUS; 5.75X9;,OTHER (ANNIVERSARY);,MENU DESCRIBED ON PRINTING PRESS; ASSOCIATION SEAL ON BACK COVER;,1896-045,1896-02-20,American Paper Manufacturers' Association,,,complete,4,20
25030,SMITH & MC NELL,COMMERCIAL,"NEW YORK, NY",NEW YORK,NY,FOLDER; 6X10;,OTHEER (DAILY HOTEL MENU);,"INCLUDES PRICED WINE LIST ON BACK COVER; ""400 NICELY FURNISHED, WELL HEATED AND VENTILATED ROOMS;""",1900-651,1900-01-31,Smith & Mc Nell,Dollars,$,complete,4,378
25034,SOCIETY OF THE NINETEENTH ARMY CORPS,PATR;,"NEW YORK, NY",NEW YORK,NY,FOLDER; 5 X 7.25;,ANNIVERSARY;,MUSIC; BLUE PRINT;,1907-901,1907-10-19,Society Of The Nineteenth Army Corps,,,complete,4,20
25035,GARIBALDI PLEASURE CLUB,SOC;,"NEW YORK, NY",NEW YORK,NY,CARD; 4X6/5;,ANNIVERSARY;,MENU IN ITALIAN; WINES SERVED;,1894-034,1894-03-18,Garibaldi Pleasure Club,,,complete,2,15
25037,MANUSCRIPT SOCIETY,PROF;,"NEW YORK, NY",NEW YORK,NY,BROADSIDE;,OTHER (ANNIVERARY);,INCLUDES WINES SERVED WITH EACH COURSE,1895-086,1895-05-10,Manuscript Society,,,complete,2,21
25038,ST. GEORGE'S SOCIETY OF THE CITY OF NY,SOC;,"NEW YORK, NY",NEW YORK,NY,BROADSHEET; ILLUS; 4.5X6.5;,DINNER,MENU PRINTED IN FRENCH; DECORATED WITH GOLD BORDER;,1895-078,1895-04-23,St. George's Society Of The City Of Ny,,,complete,2,23
25043,DRY GOODS CLUB,COMMERCIAL,"NEW YORK, NY",NEW YORK,NY,FOLDER; ILLUS; COL; 5.5X7.5;,,INCLUDES MUSICAL PROGRAM & LISTS OF OFFICERS & BOARD OF DIRCTORS; ILLUSTRATION OF 2 YOUNG WOMEN ON COVER; ADDITIONAL PRICED SPECIAL WINE LIST;,1897-277,1897-10-12,Dry Goods Club,,,complete,4,17
25051,THETA DELTA CHI FRATERNITY,GREEK LETTER (FRATERNITY OR SORORITY),"NEW YORK, NY",NEW YORK,NY,FOLDER; ILLUS; COL; 4.25X5.5;,COMPLIMENTARY/TESTIMONIAL,FRENCH; OFFICERS & COMMITTEE LISTED; ILLUSTRATION OF FLAGS & SEALS ON COVER; CORD ATTACHMENT;,1899-647,1899-10-30,Theta Delta Chi Fraternity,,,complete,8,22
25053,St. Denis Hotel,COMMERCIAL,"NEW YORK, NY",NEW YORK,NY,"CARD; 4,5X7.0;",,"DATE HAND-WRITTEN [FEB]; PRIX-FIXE MENU; NOTATION ""SERVED FOR ONE ONLY"";",1900-113,1900-01-10,"St, Denis Hotel",,,complete,2,48
25060,NAETHING BROS.,COMMERCIAL,"NEW YORK, NY",NEW YORK,NY,BROADSHEET; COL; 5X9.5;,OTHER (DAILY MENU);,"""ALL 5c CAKES ARE 6 FOR 25c;"" MOST ITEMS ARE 2c & 5c; ""FINEST MACAROOMS IN THE CITY, 40c PER LB;""",1900-163,1900-01-11,Naething Bros.,Dollars,$,complete,2,113
25074,THE GERLAGH,COMMERCIAL,"NEW YORK, NY",NEW YORK,NY,CARD; 4.5 X 7;,,AMERICAN PLAN HOURS AND A LA CARTE HOURS,1893-096,1893-08-21,The Gerlagh,,,complete,2,38
25077,NEW-YORK STATE HOTEL ASSOCIATION,COMMERCIAL,"NEW YORK, NY",NEW YORK,NY,FOLDER;3.75X7;,,WINES AND BEER LISTED;,1898-240,1898-08-09,New York State Hotel Association,,,complete,4,31
25081,AMERICAN DRAMATISTS CLUB,PROF;,"NEW YORK, NY",NEW YORK,NY,BROADSIDE; ILLUS; COL; 6.5 X 9.75;,COMPLIMENTARY/TESTIMONIAL,MENU IN FRENCH;,1899-192,1899-02-18,American Dramatists Club,,,complete,2,12
25083,A.W.DENNETT,COMMERCIAL,"NEW YORK, NY",NEW YORK,NY,BROADSHEET;ILLUS;COL;5X9;,,ALL ITEMS LISTED WITH PRICES;OTHER BRANCHES LISTED ON BACK;,1894-046,1894-04-01,A.W.Dennett,Dollars,$,complete,2,40
25089,MASTER PLUMBERS ASSOCIATION,PROF;,"NEW YORK, NY",NEW YORK,NY,FOLDER; ILLUS; COL;4.25 X 6.5;,ANNIVERSARYERSARY,,1899-804,1899-12-07,Master Plumbers Association,,,complete,4,24
25112,THE MOUQUIN RESTAURANT & WINE CO,COM,"NEW YORK, NY",NEW YORK,NY,FOLDER; COL; 7X11,,"IMPORTERS OF WINES,CHEESE AND FANCY GROCERIES; PINK; LISTS BREAKFAST, DINNER, AND SUPPER TO ORDER; MUSIC EVERY FRIDAY EVENING",1892-085,1892-06-15,The Mouquin Restaurant & Wine Co,Dollars,$,complete,3,352
25142,UNIVERSITY OF PENNSYLVANIA,(EDUC);,"NEW YORK, NY",NEW YORK,NY,CARD;ILL;4.25X6.25;,,MENU IN FRENCH EXCEPT FOR FISH HOUSE PUNCH;UNIVERSITY OF PENNSYLVANIA ATHLETIC RECORDS FOR 1898 PRINTED ON BACK;,1899-145,1899-01-21,University Of Pennsylvania,,,complete,2,11
25160,S.O.T.Q. BOWLING CLUB,SOC;,"NEW YORK, NY",NEW YORK,NY,FOLDER; ILLUS; 4.5 X 7.;,ANNUAL,OFFICERS LISTED; SCORES FOR EACH PLAYER INCLUDED;,1899-460,1899-06-03,S.O.T.Q. Bowling Club,,,complete,4,27
25171,CABARET DU CHAT NOIR,COMMERCIAL,"NEW YORK, NY",NEW YORK,NY,FOLDER; ILLUS; COL;,DAILY,SOME HANDWRITTEN ITEM IN FRENCH; WINE LIST ON BACK;,1900-713,1900-02-03,Cabaret Du Chat Noir,Dollars,$,complete,4,313
25172,STOKEONION ASSOCIATION,SOC(?);,"NEW YORK, NY",NEW YORK,NY,CARD; 4.5 X 6.75;,ANNIVERSARY;,,1900-439,1900-01-20,Stokeonion Association,,,complete,2,12
25187,Café Lafayette,COMMERCIAL,"NEW YORK, NY",NEW YORK,NY,CARD; ILLUS; CIOL; 6.5 X 11;,,PRIX FIXE MENU; ILLUSTRATION OFWOMAN IN CLASSICAL DRESS;,1907-527,1907-05-18,Cafe Lafayette,Dollars,$,complete,2,24
25221,HOTEL ASSOCIATION OF NYC,PROF;,"NEW YORK, NY",NEW YORK,NY,BOOKLET;ILLUS; COL; 6.25 X 9.5;,ANNUAL,SEPARATE PAGE FOR MENU IN FRENCH;WINES NOTED ON SEPARATE PAGE;PROGRAM & SPEAKERS LISTED;OFFICERS & COMMITTEE MEMBERS INCLUDED;,1898-032,1898-01-01,Hotel Association Of Nyc,,,complete,20,39
25226,RIGGS' DINING ROOMS,COMMERCIAL,"NEW YORK, NY",NEW YORK,NY,FOLDER; 5.5 X 9;,,FURNISHED ROOMS AVAILABLE FOR GENTLEMEN; NO SMOKING;,1900-483,1900-01-24,Riggs' Dining Rooms,Dollars,$,complete,4,193
25227,NEW YOK JEWELERS BOARD OF TRADE,COMMERCIAL,"NEW YORK, NY",NEW YORK,NY,BOOKLET; ILLUS; COL; 6  X 7.5,OTHER (ANNIV);,COVER ILLUSTRATION OF BENVENUTO CELLINI AND MERCURY SEATED AT A TABLE; DIAMOND AND WATCH; BROWN; GUEST LIST; TOASTS; FRENCH;,1895-025,1895-01-29,New York Jewelers Board Of Trade,,,complete,10,24
25239,REAL ESTATE BOARD OF BROKERS,PROF;,"NEW YORK, NY",NEW YORK,NY,FOLDER; ILLUS; 6 X 4.5;,ANNIVERSARY;,B&W PAINTING OF COLONIAL DRAWING ROOM SCENE;,1901-393,1901-02-16,Real Estate Board Of Brokers,,,complete,4,18
25241,JOHN DOSCHER RESTAURANT,COMMERCIAL,"NEW YORK, NY",NEW YORK,NY,FOLDER; ILLUS; 8.25X12;,,"SPECIALS OF THE DAY ADDED IN WHAT APPEARS TO BE FIRST TYPEWRITTEN STYLE IN LAVENDAR TYPE; VERY EXTENSIVE PRICED WINE LIST ""A SPECIALTY IN FINE OLD LIQUORS;"" INSERT OF 2 TISSUE-THIN ORIENTAL MOTIF PAPER NAPKINS? PLACE-MATS?-ONE IS INSCRIBED ""A.L. TUSKA, 55",1900-778,1900-02-07,John Doscher Restaurant,Dollars,$,complete,4,312
25250,GEORGE MACDONALD AND WILLIAM C.B. SHANLEY,OTHER (TWO PRIVATE HOSTS);,"NEW YORK, NY",NEW YORK,NY,BOOKLET; ILLUS; 8X6;,COMPLIMENTARY/TESTIMONIAL,PHOTOGRAPH OF GUEST OF HONOR ON COVER; DRAWINGS OF GREEK MYTHICAL FIGURES; SILK RIBBON ATTACHMENTS;,1899-635,1899-10-21,George Macdonald And William C.B. Shanley,,,complete,4,16
25252,MRS. H. MC K. TWOMBLEY,OTHER (PRIVATE PARTY);,"NEW YORK, NY",NEW YORK,NY,CARD; 3.25X5.25;,COMPLIMENTARY/TESTIMONIAL,FRENCH; [SPONSOR & EVENT INFO SUPPLIED BY FEB];,1901-113,1901-01-18,Mrs. H. Mc K. Twombley,,,complete,2,13
25256,MR. R. G. WINNEY,OTHER (INDIVIDUALLY HOSTED PARTY);,"NEW YORK, NY",NEW YORK,NY,FOLDER; ILLUS; COL; 4.5X6.5;,COMPLIMENTARY/TESTIMONIAL,LISTS WINES SERVED WITH INDIVIDUAL COURSES; ILLUSTRATION OF FEMALE MARINER ON COVER; [EVENT & SPONSOR INFO SUPPLIED BY FNB];,1897-347,1897-12-11,Mr. R. G. Winney,,,complete,4,31
25257,KALIL'S RESTAURANT,COMMERCIAL,"NEW YORK, NY",NEW YORK,NY,BROADSIDE; 5.5X9.75;,SUNDAY LUNCH;,ALL ITEMS PRICED;,1906-309,1906-03-17,Kalil's Restaurant,Dollars,$,complete,2,69
25288,ALBANY SOCIETY OF NYC,SOCIAL,"NEW YORK, NY",NEW YORK,NY,BOOKLET; ILLUS; COL; 5.5 X 7;,ANNUAL,WINES NOTED;,1898-023,1898-01-10,Albany Society Of Nyc,,,complete,4,25
25314,THE SCHNORER CLUB OF MORRISANIA,SOC;,"NEW YORK, NY",NEW YORK,NY,BOOKLET; ILLUS; 5.5 X 8.5;,ANNIVERSARY;,WINES LISTED; PHOTO;,1907-891,1907-10-14,The Schnorer Club Of Morrisania,,,complete,10,24
25325,THE PILGRIMS OF THE U.S.,PATR;,"NEW YORK, NY",NEW YORK,NY,CARD; 4.25X 6.25;,COMPLIMENTARY/TESTIMONIAL,"WINES LISTED; MENU IN FRENCH; SPONSOR, EVENT AND DATE HANDWRITTEN ON BACK; ONE O TWO IDENTICAL MENUS BUT DIFFERENT FORMAT;",1907-878,1907-10-15,The Pilgrims Of The U.S.,,,complete,2,34
25332,EASTERN ALUMNI OF UNIVERSITY OF CHICAGO,EDUC;,"NEW YORK, NY",NEW YORK,NY,FOLDER;4.5 X 5.75;,ANNUAL,SPEAKERS LISTED;,1899-463,1899-06-06,Eastern Alumni Of University Of Chicago,,,complete,4,20
25338,THE SILK ASSOCIATION OF AMERICA,PROF;,"NEW YORK, NY",NEW YORK,NY,FOL; ILLUS; 5.8;,OTHER (ANNIVERSARY);,"FRENCH; TOASTS INCLUDES ""THE LADIES--IN SILKEN SHEEN--OUR BEST FRIENDS""",1895-096,1895-05-22,The Silk Association Of America,,,complete,4,19
25340,CITY OF NEW YORK?,[GOVT?];,"NEW YORK, NY",NEW YORK,NY,BOOKLET; PHOTOGRAPH; 5.5 x 7.5;,COMPLIMENTARY/TESTIMONIAL,"FRENCH; INCLUDES WINES SERVED WITH EACH COURSE; ENGRAVED PHOTO OF N.C. GOODWIN; INCLUDES TOASTS, NAMES OF COMMITTEE AND GUESTS",1886-034,1886-09-11,City Of New York?,,,complete,6,34
25367,M.P.D. SUPERINTENDENT INSPECTORS & CAPTAINS OF POLICE,GOVT;,"NEW YORK, NY",NEW YORK,NY,FOLDER; ILLUS; COL; 5 X 7.25;,OTHER (ANNIV),LAVENDAR; BLUE PRINT; GOLD SEAL OF NYC; FRENCH; LIST OF NOTABLES,1894-012,1894-01-22,M.P.D. Superintendent; Inspectors; & Captains Of Police,,,complete,4,20
